Gene Symbol,Report Type,Report PMID,Primary Disorder(s),Associated Disorder(s)
ANKRD11,Support,36980980,"DD, ID","ASD or autistic features, ADHD, dyslexia"
ANKRD11,Support,37393044,ASD,
ANKRD11,Support,37541188,"ID, epilepsy/seizures",DD
ANKRD11,Support,37799141,DD,
ANKRD11,Support,38041506,"KBG syndrome, DD",Epilepsy/seizures
ANKRD11,Support,38256266,ASD,"OCD, learning disability, epilepsy/seizures"
ANKRD11,Support,38317675,"KBG syndrome, epilepsy/seizures",Stereotypy
ANKRD11,Support,38334877,"KBG Syndrome, DD",
ANKRD11,Support,38438125,"DD, epilepsy/seizures",
ANKRD17,Primary,25363760,ASD,
ANKRD17,Support,25363768,ASD,
ANKRD17,Support,28263302,ASD,
ANKRD17,Support,31981491,ASD,
ANKRD17,Recent Recommendation,33909992,"DD, ID","ASD, ADHD, epilepsy/seizures"
ANKRD17,Support,35982159,ASD,
ANKS1B,Primary,25549968,ASD,
ANKS1B,Recent Recommendation,31388001,"ASD, ADHD, DD, ID",
ANKS1B,Support,31696658,ASD,
ANKS1B,Support,32530565,"ASD, DD",
ANKS1B,Support,37506195,ASD,
ANKS1B,Recent Recommendation,38129387,ASD,
ANP32A,Support,11830591,,
ANP32A,Primary,31981491,ASD,
ANP32A,Support,35982159,ASD,
ANP32A,Recent Recommendation,36368308,ASD,
ANXA1,Primary,24720851,ASD,
ANXA1,Support,25363760,ASD,
AP1G1,Support,25363760,ASD,
AP1G1,Primary,34102099,"DD, ID","ASD, epilepsy/seizures"
AP1G1,Support,35982159,ASD,
AP1G1,Support,36980980,"DD, ID","Epilepsy/seizures, autistic features"
AP1S2,Highly Cited,17186471,ID,
AP1S2,Support,17617514,ID,
AP1S2,Primary,18428203,ID,ASD
AP1S2,Recent Recommendation,23756445,ID,Epilepsy/seizures
AP1S2,Support,25363768,ASD,
AP1S2,Support,33644862,"ASD, DD",
AP1S2,Support,35741772,ASD,
AP2M1,Support,26052927,ASD,
AP2M1,Support,28263302,ASD,
AP2M1,Support,31104773,Autosomal dominant intellectual developmental diso,ASD
AP2M1,Support,31981491,ASD,
AP2M1,Support,35982159,ASD,
AP2M1,Primary,37365347,ASD,
AP2M1,Support,37393044,ASD,
AP2M1,Support,37506195,ASD,
AP2M1,Support,37543562,ASD,"DD, ID"
AP2S1,Primary,25363768,ASD,
AP2S1,Recent recommendation,31981491,ASD,
AP2S1,Support,35982159,ASD,
APBA2,Highly Cited,10336668,,
APBA2,Recent Recommendation,17989066,SCZ,
APBA2,Recent Recommendation,19420255,,
APBA2,Primary,20029827,ASD,
APBA2,Recent Recommendation,20843325,,
APBA2,Support,27525107,ASD,
APBA2,Recent Recommendation,30988517,ASD,
APBA2,Support,35982159,ASD,
APBB1,Support,24853428,ASD,
APBB1,Primary,25363768,ASD,
APBB1,Recent Recommendation,29754769,ASD,
APBB1,Support,35982159,ASD,
APC,Recent Recommendation,16407829,,
APC,Positive Association,17221838,ASD,
APC,Recent Recommendation,19450512,,
APC,Recent Recommendation,19525225,,
APC,Recent Recommendation,20720115,,
APC,Recent Recommendation,24934177,,
APC,Recent Recommendation,25036633,,
APC,Support,35982159,ASD,
APC,Support,36717229,,
APC,Support,37393044,ASD,
APC,Support,38256266,ASD,"ADHD, OCD, learning disability"
APC,Primary,8071957,ASD,adenomatous polyposis coli
APC,Highly Cited,9065402,,
APH1A,Primary,25363760,ASD,
APH1A,Support,26402605,ASD,
APH1A,Support,27824329,ASD,
APP,Support,16948926,,
APP,Support,21731612,,
APP,Primary,23840007,,
APP,Support,37495270,"ASD, DD, ID, epilepsy/seizures",
APP,Support,37506195,ASD,
AR,Highly Cited,16272115,,
AR,Recent Recommendation,16603237,,
AR,Recent Recommendation,18467440,,
AR,Recent Recommendation,18799683,,
AR,Primary,19167832,ASD,
AR,Highly Cited,2062380,,
ARF3,Primary,31452935,ASD,
ARF3,Support,34346499,"DD, epilepsy/seizures",ID
ARF3,Support,35982159,ASD,
ARF3,Recent Recommendation,36368308,ASD,
ARF3,Support,36369169,"DD, ID",Epilepsy/seizures
ARFGEF1,Support,31398340,ASD,
ARFGEF1,Primary,34113008,"DD, ID","ASD, ADHD, epilepsy/seizures"
ARFGEF1,Support,34312540,ASD,
ARFGEF1,Support,35782386,"DD, ID, epilepsy/seizures",ASD
ARFGEF1,Support,35982159,ASD,
ARHGAP11B,Primary,22346768,ASD,ID
ARHGAP11B,Support,30886340,SCZ,
ARHGAP11B,Support,31883789,,
ARHGAP15,Highly Cited,12650940,,
ARHGAP15,Recent Recommendation,21551229,,
ARHGAP15,Primary,21572417,ASD,
ARHGAP15,Recent Recommendation,21593421,,
ARHGAP15,Support,23275889,ASD,
ARHGAP15,Support,25533962,Unknown diagnosis,
ARHGAP15,Recent Recommendation,26938441,,
ARHGAP15,Support,35205252,ASD,
ARHGAP15,Support,36568982,Epilepsy/seizures,
ARHGAP24,Primary,23032108,ASD,DD/ID
ARHGAP24,Support,35982159,ASD,
ARHGAP31,Primary,34312540,ASD,
ARHGAP31,Support,35982159,ASD,
ARHGAP31,Support,37506195,ASD,
ARHGAP32,Primary,25058499,Jacobsen syndrome,ASD/autistic features
ARHGAP32,Support,25363760,ASD,
ARHGAP32,Recent Recommendation,26979507,,
ARHGAP32,Support,27824329,ASD,
ARHGAP32,Support,30045817,,
ARHGAP32,Support,30257206,TS,
ARHGAP32,Support,30564305,ASD,
ARHGAP32,Support,35205252,ASD,
ARHGAP32,Support,35982159,ASD,
ARHGAP32,Support,37543562,ASD,"DD, ID"
ARHGAP33,Primary,25869807,,
ARHGAP33,Support,27431290,"DD, epilepsy/seizures",
ARHGAP33,Support,31398340,ASD,
ARHGAP33,Support,35982159,ASD,
ARHGAP5,Support,25363760,ASD,
ARHGAP5,Primary,25363768,ASD,
ARHGAP5,Recent Recommendation,29346770,ASD,
ARHGAP5,Support,30257206,TS,
ARHGAP5,Support,33431980,ASD,
ARHGAP5,Support,35982159,ASD,
ARHGEF10,Support,25363760,ASD,
ARHGEF10,Support,28831199,ASD,
ARHGEF10,Primary,29456827,,
ARHGEF10,Support,31398340,ASD,
ARHGEF10,Support,33925474,"DD, epilepsy/seizures",
ARHGEF10,Support,35982159,ASD,
ARHGEF2,Primary,25363760,ASD,
ARHGEF2,Support,28263302,ASD,
ARHGEF2,Support,28453519,"DD, ID",
ARHGEF2,Support,28965761,ASD,
ARHGEF2,Support,30504930,ASD,
ARHGEF2,Support,31981491,ASD,
ARHGEF2,Recent Recommendation,35840799,ASD,
ARHGEF9,Support,15215304,Epilepsy/seizures,Hyperekplexia
ARHGEF9,Primary,25898924,"ASD, ID, epilepsy/seizures",
ARHGEF9,Support,26834553,ID,
ARHGEF9,Support,27238888,"ASD, ADHD, ID, DD",
ARHGEF9,Recent Recommendation,28589176,"ID, epilepsy/seizures",Autistic features
ARHGEF9,Support,28708303,ID,Macrocephaly
ARHGEF9,Support,29130122,"ID, epilepsy/seizures",
ARHGEF9,Support,30048823,"ASD, DD/ID",
ARHGEF9,Support,31031587,ASD,"ID, epilepsy/seizures"
ARHGEF9,Support,31231135,Epilepsy/seizures,
ARHGEF9,Support,32530565,"DD, epilepsy/seizures",
ARHGEF9,Support,34615535,ASD,
ARHGEF9,Support,34800434,ASD,Epilepsy/seizures
ARHGEF9,Support,34851771,"DD, ID, epilepsy/seizures",
ARHGEF9,Support,35169261,"ASD, DD, ID, epilepsy/seizures",ADHD
ARHGEF9,Support,35638461,"DD, epilepsy/seizures",
ARHGEF9,Support,35982159,ASD,
ARHGEF9,Support,38041506,"Developmental and epileptic encephalopathy 8, DD",
ARID1B,Primary,21448237,ASD,
ARID1B,Recent Recommendation,21801163,ASD or autistic traits,ID
ARID1B,Support,22405089,ID,Autistic features
ARID1B,Support,22426308,,
ARID1B,Support,22426309,Coffin-Siris syndrome,"ID, ASD"
ARID1B,Support,22495309,ASD,
ARID1B,Support,23160955,ASD,
ARID1B,Support,23275889,ASD,
ARID1B,Support,24569609,Coffin-Siris syndrome,"ID, autistic features"
ARID1B,Support,24674232,ID,
ARID1B,Support,25356899,"ID, epilepsy/seizures","Speech delay, hypotonia"
ARID1B,Recent Recommendation,25363760,ASD,
ARID1B,Support,25533962,"ASD, DD, ID",
ARID1B,Support,25961944,ASD,
ARID1B,Recent Recommendation,26401017,ASD,
ARID1B,Support,26402605,ASD,
ARID1B,Support,26637798,ASD,
ARID1B,Recent Recommendation,26749308,ASD,
ARID1B,Support,26845707,ASD,
ARID1B,Support,27479843,ID,
ARID1B,Support,27620904,Coffin-Siris syndrome,ID
ARID1B,Support,27667684,ASD,
ARID1B,Support,27824329,ASD,
ARID1B,Support,27848944,"DD, ID, epilepsy/seizures",ADHD
ARID1B,Support,28191889,"ASD, DD",
ARID1B,Support,28263302,ASD,
ARID1B,Support,28323383,"Hypertrichosis, hyperkeratosis, mental retardation",
ARID1B,Support,28539120,"ASD, DD",
ARID1B,Support,28554332,ID,Epilepsy/seizures
ARID1B,Support,28708303,ID,Coffin-Siris syndrome
ARID1B,Support,28714951,ASD,
ARID1B,Support,28940097,"ID, epilepsy/seizures",
ARID1B,Support,28965761,ASD,
ARID1B,Support,29100083,Epilepsy/seizures,DD/ID
ARID1B,Support,29286531,"DD, epilepsy/seizures, microcephaly",
ARID1B,Support,29805044,"ASD, ID",
ARID1B,Support,30055038,Coffin-Siris syndrome,"DD, ID, autistic behavior"
ARID1B,Support,30504930,ASD,
ARID1B,Support,30564305,ASD,
ARID1B,Support,31130284,"DD, ID","ADHD, OCD, epilepsy/seizures"
ARID1B,Support,31209962,"ID, ASD or autistic traits",
ARID1B,Support,31398340,ASD,
ARID1B,Support,31406558,ASD,
ARID1B,Support,31452935,ASD,
ARID1B,Support,31674007,ASD,Macrocephaly
ARID1B,Support,31981384,Coffin-Siris syndrome,
ARID1B,Support,31981491,ASD,
ARID1B,Support,32277047,ID,Marfanoid habitus
ARID1B,Support,32339967,Coffin-Siris syndrome,
ARID1B,Support,32530565,DD,
ARID1B,Support,33432195,ASD,
ARID1B,Support,33594090,,
ARID1B,Support,33619735,DD,
ARID1B,Support,33644862,"DD, epilepsy/seizures",ASD
ARID1B,Support,33768696,"Coffin-Siris syndrome, DD/ID","ASD, epilepsy/seizures"
ARID1B,Support,33958710,Corpus callosum anomalies,"ASD, DD, ID, epilepsy/seizures"
ARID1B,Support,34580403,"DD, ID","ASD, epilepsy/seizures"
ARID1B,Support,34615535,ASD,
ARID1B,Support,34706719,"Coffin-Siris syndrome 1, DD","ID, epilepsy/seizures, Afs"
ARID1B,Support,34775996,DD,Epilepsy/seizures
ARID1B,Support,34858471,DD,
ARID1B,Recent Recommendation,35110736,ASD,
ARID1B,Support,35205252,ASD,
ARID1B,Support,35253369,"DD, ID",
ARID1B,Support,35266334,ID,
ARID1B,Support,35699097,"ASD, SCZ",
ARID1B,Support,35741772,ASD,
ARID1B,Support,35879281,"Coffin-Siris syndrome, DD",
ARID1B,Support,35982159,ASD,
ARID1B,Recent Recommendation,36879130,Arachnoid cysts,"ASD, DD, epilepsy/seizures"
ARID1B,Support,36980980,"DD, ID",
ARID1B,Recent Recommendation,37086723,Craniosynostosis,ASD
ARID1B,Support,37287661,,
ARID1B,Support,37393044,ASD,
ARID1B,Support,37506195,ASD,
ARID1B,Support,37524782,DD,
ARID1B,Support,37541188,"ID, epilepsy/seizures",
ARID1B,Support,37543562,ASD,"DD, ID"
ARID1B,Support,37645600,"ID, epilepsy/seizures",
ARID1B,Support,37692302,"Coffin-Siris syndrome 1, ASD, DD, epilepsy/seizure",
ARID1B,Recent Recommendation,37704762,,
ARID1B,Support,37799141,DD,
ARID1B,Support,37943464,"DD, epilepsy/seizures",
ARID1B,Recent Recommendation,38113761,ASD,
ARID1B,Support,38314187,"Coffin-Siris syndrome 1, ASD, DD",
ARID1B,Support,38347147,Coffin-Siris syndrome 1,
ARID2,Primary,25363768,ASD,
ARID2,Support,26238514,Coffin-Siris syndrome 6,"DD, ID, ADHD"
ARID2,Support,28124119,Coffin-Siris syndrome 6,
ARID2,Support,28135719,Developmental disorders,
ARID2,Support,28884947,Coffin-Siris syndrome 6,
ARID2,Support,29698805,Coffin-Siris syndrome 6,
ARID2,Recent Recommendation,31038196,ASD,
ARID2,Support,32530565,"ID, epilepsy/seizures",
ARID2,Support,33004838,"ASD, DD",
ARID2,Support,34706719,"Coffin-Siris syndrome 6, DD, ID",
ARID2,Support,35741772,ASD,
ARID2,Support,35982159,ASD,
ARID2,Support,37393044,ASD,
ARID2,Support,37524782,DD,
ARID2,Support,37541188,ID,Epilepsy/seizures
ARID2,Support,38177409,"ASD, ID",
ARID2,Support,38243407,"Coffin-Siris syndrome 6, DD","ASD, ADHD, ID, epilepsy/seizures"
ARNT2,Highly Cited,11318878,,
ARNT2,Highly Cited,11381139,,
ARNT2,Recent Recommendation,19074369,,
ARNT2,Recent Recommendation,19234064,,
ARNT2,Primary,19598235,ASD,Asperger syndrome
ARNT2,Support,22209245,ASD,
ARNT2,Support,22495311,ASD,
ARNT2,Recent Recommendation,24465693,,
ARNT2,Positive Association,25745553,ASD,Asperger syndrome
ARNT2,Recent Recommendation,26938441,,
ARNT2,Support,31133750,ASD,
ARNT2,Recent Recommendation,33689683,ASD,
ARNT2,Support,35205252,ASD,
ARNT2,Support,35982159,ASD,
ARNT2,Highly Cited,9545558,,
ARX,Highly Cited,11971879,ID,
ARX,Highly Cited,12142061,,
ARX,Highly Cited,12376946,,
ARX,Highly Cited,12379852,X-linked lissencephaly with ambiguous genitalia,
ARX,Primary,14631200,ASD,
ARX,Recent Recommendation,16650978,,
ARX,Support,21624971,ASD,
ARX,Support,22922607,"DD, ID",
ARX,Support,23246292,,
ARX,Support,24643514,ASD,
ARX,Support,25363768,ASD,
ARX,Support,27864847,Epilepsy/seizures,
ARX,Support,28554332,ID,Epilepsy/seizures
ARX,Recent Recommendation,28627419,,
ARX,Support,29286531,Epilepsy/seizures,
ARX,Support,30945278,"ASD, DD",
ARX,Support,31031587,ASD,"ID, epilepsy/seizures"
ARX,Support,32383243,ID,"ASD, epilepsy/seizures"
ARX,Support,33951346,Epilepsy/seizures,"ASD, DD"
ARX,Support,34145886,"DD, epilepsy/seizures",
ARX,Support,34452636,ID,
ARX,Support,34800434,ASD,"DD, ID"
ARX,Support,35571021,Epilepsy/seizures,DD
ARX,Support,35982159,ASD,
ARX,Support,36845779,"ASD, DD, epilepsy/seizures",
ARX,Support,37645600,"ID, epilepsy/seizures",
ARX,Support,37879892,"DD, ID, epilepsy/seizures","ASD, ADHD"
ASAP2,Primary,25363760,ASD,
ASAP2,Support,27525107,ASD,
ASAP2,Recent Recommendation,30208311,"ASD, SCZ",
ASAP2,Support,35982159,ASD,
ASAP2,Support,37506195,ASD,
ASB14,Primary,25363768,ASD,
ASB14,Support,27525107,ASD,
ASB14,Support,28263302,ASD,
ASB14,Recent Recommendation,31332282,ASD,
ASB14,Support,37506195,ASD,
ASH1L,Primary,24267886,ASD,
ASH1L,Recent Recommendation,25363760,ASD,
ASH1L,Recent Recommendation,25363768,ASD,
ASH1L,Support,26325558,ASD,
ASH1L,Recent Recommendation,26401017,ASD,
ASH1L,Recent Recommendation,26785492,Congenital heart disease (CHD),"ASD, DD, ID"
ASH1L,Support,27824329,ASD,
ASH1L,Recent Recommendation,28191889,"ASD, DD, ID",
ASH1L,Support,28263302,ASD,
ASH1L,Support,28394464,ID,"Microcephaly, dysmorphic features, MCA"
ASH1L,Support,29276005,"DD, ID","ASD, epilepsy/seizures"
ASH1L,Support,29753921,"DD, ID, ADHD",
ASH1L,Support,30564305,ASD,
ASH1L,Support,31209962,"ID, ASD or autistic traits",
ASH1L,Recent Recommendation,31673123,TS,
ASH1L,Support,31981491,ASD,
ASH1L,Support,32469098,"ASD, ADHD, ID, epilepsy/seizures",
ASH1L,Support,33004838,"ASD, DD",
ASH1L,Support,34145365,ASD,
ASH1L,Support,34356069,ASD,
ASH1L,Support,34582790,"DD, epilepsy/seizures",
ASH1L,Support,34782621,ASD,Epilepsy/seizures
ASH1L,Support,34968013,ASD,
ASH1L,Recent Recommendation,35081333,ASD,
ASH1L,Support,35210569,,
ASH1L,Positive Association,35307981,Tourette syndrome,
ASH1L,Support,35396579,Schizophrenia,
ASH1L,Support,35449559,ASD,
ASH1L,Support,35982159,ASD,
ASH1L,Support,37007974,ASD,
ASH1L,Support,37035742,ASD,ID
ASH1L,Support,37541188,DD,
ASH1L,Support,37543562,ASD,"DD, ID"
ASH1L,Support,38256266,ASD,"OCD, ID, epilepsy/seizures"
ASMT,Highly Cited,14275158,,
ASMT,Recent Recommendation,17204557,,
ASMT,Primary,17505466,ASD,
ASMT,Positive Association,18925931,ASD,
ASMT,Support,23275889,ASD,
ASMT,Support,23349736,ASD,
ASMT,Support,23632794,ASD,ID
ASMT,Positive Association,23995775,ALTs,
ASMT,Support,33431980,ASD,
ASMT,Support,37506195,ASD,
ASMT,Highly Cited,487129,,
ASPM,Highly Cited,12355089,Autosomal recessive primary microcephaly-5 (MCPH5),
ASPM,Support,14574646,Autosomal recessive primary microcephaly-5 (MCPH5),
ASPM,Primary,25363768,ASD,
ASPM,Support,25961944,ASD,
ASPM,Recent Recommendation,28831199,ASD,
ASPM,Support,30842647,Microcephaly,"DD, epilepsy/seizures"
ASPM,Support,31398340,ASD,
ASPM,Support,32066665,,
ASPM,Support,35205252,ASD,
ASPM,Support,35982159,ASD,
ASPM,Support,37393044,ASD,
ASPM,Support,37506195,ASD,
ASPM,Support,37831641,Autosomal recessive primary microcephaly 5,
ASS1,Recent Recommendation,16580861,,
ASS1,Primary,16709250,ASD,
ASS1,Highly Cited,7507106,,
ASTN2,Recent Recommendation,18839057,,
ASTN2,Recent Recommendation,18940311,SCZ,
ASTN2,Primary,19404257,ASD,
ASTN2,Recent Recommendation,20573900,,
ASTN2,Recent Recommendation,22683712,,
ASTN2,Support,23275889,ASD,
ASTN2,Support,23879678,ASD,
ASTN2,Recent Recommendation,24381304,ASD,"ADHD, DD, ID, epilepsy, OCD"
ASTN2,Positive Association,28098162,Hippocampal volume,
ASTN2,Positive Association,28540026,ASD,
ASTN2,Support,28940097,DD,Dysmorphic features
ASTN2,Recent recommendation,30242134,ADHD,"ASD, ID, epilepsy/seizures"
ASTN2,Support,32094338,ASD,
ASTN2,Support,32345733,Childhood apraxia of speech,DD
ASTN2,Highly Cited,3276720,,
ASTN2,Support,34412080,"ASD, ADHD, DD, ID",
ASTN2,Support,34582790,DD,
ASTN2,Support,35205252,ASD,
ASTN2,Support,35982159,ASD,
ASTN2,Support,36807153,"ASD, ADHD, SCZ, BPD",
ASXL3,Recent Recommendation,23383720,DD,ID
ASXL3,Primary,24044690,ASD,DD
ASXL3,Recent Recommendation,25363760,ASD,
ASXL3,Recent Recommendation,26401017,ASD,
ASXL3,Support,26647312,Bainbridge-Ropers syndrome,"DD, ID"
ASXL3,Support,27075689,Bainbridge-Ropers syndrome,"ASD, DD"
ASXL3,Support,27901041,Bainbridge-Ropers syndrome,ID
ASXL3,Recent Recommendation,28100473,Bainbridge-Ropers syndrome,"ID, ASD or autistic features"
ASXL3,Support,28263302,ASD,
ASXL3,Support,28333917,Psychomotor retardation,
ASXL3,Support,28431838,Bainbridge-Ropers syndrome,"DD, microcephaly"
ASXL3,Support,28554332,"ASD, ID, epilepsy/seizures",
ASXL3,Support,28785287,Bainbridge-Ropers syndrome,"ASD, DD"
ASXL3,Support,28831199,ASD,
ASXL3,Support,28990276,"ASD, ID","Hypotonia, dysmorphic features"
ASXL3,Support,29305346,Bainbridge-Ropers syndrome,"DD, ID, epilepsy/seizures, autistic features"
ASXL3,Support,29628764,"ID, epilepsy/seizures","Autistic features, behavioral abnormalities"
ASXL3,Support,30564305,ASD,
ASXL3,Support,31031587,ASD,ID
ASXL3,Support,31038196,ASD,
ASXL3,Support,31180560,Bainbridge-Ropers syndrome,"DD, ID, microcephaly, autistic features"
ASXL3,Support,31398340,ASD,
ASXL3,Support,31452935,ASD,
ASXL3,Support,31981491,ASD,
ASXL3,Support,32094338,ASD,
ASXL3,Support,32517662,Bainbridge-Ropers syndrome,
ASXL3,Support,33004838,"ASD, DD",
ASXL3,Support,33392332,"Bainbridge-Ropers syndrome, ASD, DD, ID",
ASXL3,Support,33739554,"DD, ID","Epilepsy/seizures, autistic features"
ASXL3,Support,34436830,Bainbridge-Ropers syndrome,ASD
ASXL3,Support,34615535,ASD,
ASXL3,Support,34653234,"DD, epilepsy/seizures",Stereotypy
ASXL3,Support,34800434,ASD,"DD, ID"
ASXL3,Support,34886823,"DD, ID",Autistic features
ASXL3,Support,35172777,"Bainbridge-Ropers syndrome, DD, epilepsy/seizures",Autistic features
ASXL3,Support,35205231,ASD,
ASXL3,Support,35253369,ID,
ASXL3,Support,35322241,ID,
ASXL3,Support,35741772,ASD,
ASXL3,Support,35982159,ASD,
ASXL3,Support,36973392,ASD,
ASXL3,Support,36980980,"ASD, ADHD, DD, epilepsy/seizures",
ASXL3,Support,37007974,ASD,"DD, ID"
ASXL3,Support,37393044,ASD,
ASXL3,Support,37460657,ID,
ASXL3,Support,37506195,ASD,
ASXL3,Support,37541188,DD,
ASXL3,Support,37799141,"DD, epilepsy/seizures",
ASXL3,Support,38027485,Bainbridge-Ropers syndrome,
ASXL3,Support,38438125,DD,
ATG7,Primary,25155956,,
ATG7,Recent Recommendation,27400854,,
ATG7,Support,30989111,,
ATG7,Support,31130284,"DD, ID, epilepsy/seizures",Microcephaly
ATG7,Support,31398340,ASD,
ATG7,Support,33023636,ASD,
ATG7,Support,33679889,ASD,"DD, ID"
ATG7,Recent Recommendation,34161705,"DD, ID","ASD, epilepsy/seizures"
ATG7,Support,35982159,ASD,
ATG7,Support,37506195,ASD,
ATP10A,Highly Cited,11326269,,
ATP10A,Negative Association,11857573,ASD,
ATP10A,Primary,12851639,ASD,
ATP10A,Recent Recommendation,16517145,,
ATP10A,Support,25363768,ASD,
ATP10A,Support,25961944,ASD,
ATP10A,Support,26637798,ASD,
ATP10A,Support,30504930,ASD,
ATP10A,Support,31696658,ASD,
ATP10A,Support,37506195,ASD,
ATP1A1,Primary,25363760,ASD,
ATP1A1,Support,25363768,ASD,
ATP1A1,Recent Recommendation,30388404,"DD, ID, epilepsy/seizures",ASD or autistic features
ATP1A1,Support,31771860,OCD,
ATP1A1,Support,32277047,ID,Marfanoid habitus
ATP1A1,Support,34582790,"DD, ID",
ATP1A1,Support,35205252,ASD,
ATP1A1,Support,35982159,ASD,
ATP1A3,Primary,24468074,CAPOS syndrome,ASD
ATP1A3,Support,24842602,Alternating hemiplegia of childhood 2,
ATP1A3,Support,25363760,ASD,
ATP1A3,Support,26410222,Alternating hemiplegia of childhood 2,
ATP1A3,Recent Recommendation,27276195,,
ATP1A3,Support,27626066,SCZ,
ATP1A3,Support,27726050,"Ataxia, cerebellar atrophy","Epilepsy/seizures, autistic features"
ATP1A3,Support,27848944,CAPOS syndrome,
ATP1A3,Support,28708303,ID,"Epileptic encephalopathy, stereotypies"
ATP1A3,Support,29100083,Epilepsy/seizures,DD/ID
ATP1A3,Support,29286531,"DD, epilepsy/seizures",
ATP1A3,Recent Recommendation,29346770,ASD,
ATP1A3,Support,29922587,ASD,
ATP1A3,Support,32339621,Alternating hemiplegia of childhood 2,"ID, epilepsy/seizures, rapid-onset dystonia-parkin"
ATP1A3,Support,33446253,ID,
ATP1A3,Support,33619735,"DD, epilepsy/seizures",
ATP1A3,Recent Recommendation,33762331,"DD, epilepsy/seizures",ID
ATP1A3,Support,34356170,ID,Epilepsy/seizures
ATP1A3,Support,34549350,ASD,
ATP1A3,Support,35205252,ASD,
ATP1A3,Support,35982159,ASD,
ATP1A3,Support,37043503,"DD, ID","ASD or autistic features, ADHD, epilepsy/seizures"
ATP1A3,Support,37482377,"Alternating hemiplegia of childhood 2, DD, epileps","Autistic features, ID"
ATP1A3,Support,37541188,Epilepsy/seizures,ID
ATP1A3,Support,38256219,"ID, epilepsy/seizures",
ATP2B1,Primary,35358416,DD,"ASD, ID, epilepsy/seizures"
ATP2B1,Support,35982159,ASD,
ATP2B2,Primary,21757185,ASD,
ATP2B2,Positive Association,22739633,ASD,
ATP2B2,Positive Association,23620727,ASD,
ATP2B2,Recent Recommendation,23715297,,
ATP2B2,Support,25363760,ASD,
ATP2B2,Support,25363768,ASD,
ATP2B2,Positive Association,28540026,"ASD, SCZ",
ATP2B2,Support,28867142,ASD,
ATP2B2,Recent Recommendation,29346770,ASD,
ATP2B2,Support,33432195,ASD,
ATP2B2,Support,35294868,ASD,
ATP2B2,Support,35982159,ASD,
ATP2B2,Support,36702863,ASD,
ATP2B2,Recent Recommendation,37675773,"DD, ID","ASD or autistic features, epilepsy/seizures"
ATP2B2,Support,37788244,Stereotypy,
ATP6V0A2,Primary,25961944,ASD,
ATP6V0A2,Recent Recommendation,28831199,ASD,
ATP6V0A2,Support,31398340,ASD,
ATP6V0A2,Support,35205252,ASD,
ATP6V0A2,Support,37524782,ID,
ATP8A1,Support,25363760,ASD,
ATP8A1,Primary,27287255,ASD,
ATP8A1,Support,31398340,ASD,
ATP8A1,Support,35982159,ASD,
ATP8A1,Support,37506195,ASD,
ATRNL1,Primary,20670697,"ASD, ID",
ATRNL1,Support,28263302,ASD,
ATRNL1,Support,31038196,ASD,
ATRNL1,Support,31398340,ASD,
ATRNL1,Support,33431980,ASD,
ATRNL1,Support,35982159,ASD,
ATRNL1,Recent Recommendation,38113761,ASD,
ATRX,Primary,16722615,ID,"Epilepsy, ASD"
ATRX,Support,18361425,ASD,
ATRX,Support,21267006,ID,
ATRX,Support,23352163,ASD,
ATRX,Support,24690944,"DD, ID, ASD",MCA
